2022-07-26 12:56:29,353 Callback->Connection initialized[radio://0/80/2M/E7E7E7E7E7]
2022-07-26 12:56:31,734 We are connected[radio://0/80/2M/E7E7E7E7E7], request connection setup
2022-07-26 12:56:31,741 Callback->Connected to [radio://0/80/2M/E7E7E7E7E7]
2022-07-26 12:56:31,745 Have successfully stopped logging for id=2
2022-07-26 12:56:31,769 Protocol  version: 5
2022-07-26 12:56:31,798 TOC for port [5] found in cache
2022-07-26 12:56:31,798 Log TOC finished updating
2022-07-26 12:56:31,807 7 memories found
2022-07-26 12:56:32,023 Memories finished updating
2022-07-26 12:56:32,037 TOC for port [2] found in cache
2022-07-26 12:56:33,123 Param TOC finished updating
2022-07-26 12:56:33,123 Callback->Connection setup finished [radio://0/80/2M/E7E7E7E7E7]
2022-07-26 12:56:36,040 Have successfully started logging for id=1
2022-07-26 12:56:41,048 Have successfully stopped logging for id=1
2022-07-26 12:56:41,051 Have successfully deleted id=1
2022-07-26 12:56:41,067 Have successfully started logging for id=2
2022-07-26 12:56:41,073 {'ranging.distance0': 1.734375, 'ranging.distance1': 4.2109375, 'ranging.distance2': 4.6328125, 'ranging.distance3': 2.576171875, 'ranging.distance4': 3.03515625, 'ranging.distance5': 3.953125, 'ranging.distance6': 1.595703125, 'ranging.distance7': 2.544921875, 'gyro.x': 0.2042236328125, 'gyro.y': 0.1712646484375, 'gyro.z': -0.0535888671875}
2022-07-26 12:56:41,083 {'ranging.distance0': 1.734375, 'ranging.distance1': 4.2109375, 'ranging.distance2': 4.6328125, 'ranging.distance3': 2.576171875, 'ranging.distance4': 3.03515625, 'ranging.distance5': 3.953125, 'ranging.distance6': 1.5771484375, 'ranging.distance7': 2.544921875, 'gyro.x': -0.2037353515625, 'gyro.y': -0.2445068359375, 'gyro.z': -0.472900390625}
2022-07-26 12:56:41,096 {'ranging.distance0': 1.734375, 'ranging.distance1': 4.2109375, 'ranging.distance2': 4.62109375, 'ranging.distance3': 2.5703125, 'ranging.distance4': 3.03515625, 'ranging.distance5': 3.953125, 'ranging.distance6': 1.5771484375, 'ranging.distance7': 2.544921875, 'gyro.x': 0.363037109375, 'gyro.y': 0.1787109375, 'gyro.z': 1.3935546875}
2022-07-26 12:56:41,106 {'ranging.distance0': 1.734375, 'ranging.distance1': 4.2109375, 'ranging.distance2': 4.62109375, 'ranging.distance3': 2.5703125, 'ranging.distance4': 3.052734375, 'ranging.distance5': 3.90625, 'ranging.distance6': 1.5771484375, 'ranging.distance7': 2.462890625, 'gyro.x': -0.64599609375, 'gyro.y': 0.1763916015625, 'gyro.z': 1.015625}
2022-07-26 12:56:41,115 {'ranging.distance0': 1.6689453125, 'ranging.distance1': 4.2265625, 'ranging.distance2': 4.62109375, 'ranging.distance3': 2.5703125, 'ranging.distance4': 3.03125, 'ranging.distance5': 3.90625, 'ranging.distance6': 1.5771484375, 'ranging.distance7': 2.462890625, 'gyro.x': -0.2322998046875, 'gyro.y': -0.8134765625, 'gyro.z': 0.265380859375}
2022-07-26 12:56:41,124 {'ranging.distance0': 1.6884765625, 'ranging.distance1': 4.2265625, 'ranging.distance2': 4.62109375, 'ranging.distance3': 2.5703125, 'ranging.distance4': 3.03125, 'ranging.distance5': 3.91015625, 'ranging.distance6': 1.5625, 'ranging.distance7': 2.462890625, 'gyro.x': -0.321044921875, 'gyro.y': -0.0293731689453125, 'gyro.z': -0.8173828125}
2022-07-26 12:56:41,134 {'ranging.distance0': 1.6884765625, 'ranging.distance1': 4.20703125, 'ranging.distance2': 4.65625, 'ranging.distance3': 2.5703125, 'ranging.distance4': 3.017578125, 'ranging.distance5': 3.91015625, 'ranging.distance6': 1.5625, 'ranging.distance7': 2.462890625, 'gyro.x': 0.40234375, 'gyro.y': 0.023834228515625, 'gyro.z': 0.9521484375}
2022-07-26 12:56:41,144 {'ranging.distance0': 1.6728515625, 'ranging.distance1': 4.20703125, 'ranging.distance2': 4.65625, 'ranging.distance3': 2.5703125, 'ranging.distance4': 3.017578125, 'ranging.distance5': 3.923828125, 'ranging.distance6': 1.5693359375, 'ranging.distance7': 2.51953125, 'gyro.x': -0.3291015625, 'gyro.y': -0.4453125, 'gyro.z': -0.7451171875}
2022-07-26 12:56:41,156 {'ranging.distance0': 1.6728515625, 'ranging.distance1': 4.203125, 'ranging.distance2': 4.64453125, 'ranging.distance3': 2.640625, 'ranging.distance4': 3.048828125, 'ranging.distance5': 3.953125, 'ranging.distance6': 1.5693359375, 'ranging.distance7': 2.51953125, 'gyro.x': 1.7841796875, 'gyro.y': -1.5, 'gyro.z': -2.68359375}
2022-07-26 12:56:41,164 {'ranging.distance0': 1.662109375, 'ranging.distance1': 4.21875, 'ranging.distance2': 4.64453125, 'ranging.distance3': 2.640625, 'ranging.distance4': 3.048828125, 'ranging.distance5': 3.953125, 'ranging.distance6': 1.591796875, 'ranging.distance7': 2.5, 'gyro.x': -2.388671875, 'gyro.y': 1.19921875, 'gyro.z': -7.9296875}
2022-07-26 12:56:41,175 {'ranging.distance0': 1.662109375, 'ranging.distance1': 4.21875, 'ranging.distance2': 4.625, 'ranging.distance3': 2.640625, 'ranging.distance4': 3.001953125, 'ranging.distance5': 3.94140625, 'ranging.distance6': 1.591796875, 'ranging.distance7': 2.5, 'gyro.x': 1.658203125, 'gyro.y': -7.77734375, 'gyro.z': -9.8046875}
