2022-07-26 11:23:20,961 Callback->Connection initialized[radio://0/80/2M/E7E7E7E7E7]
2022-07-26 11:23:22,904 We are connected[radio://0/80/2M/E7E7E7E7E7], request connection setup
2022-07-26 11:23:22,912 Callback->Connected to [radio://0/80/2M/E7E7E7E7E7]
2022-07-26 11:23:22,915 Have successfully deleted id=1
2022-07-26 11:23:22,931 Protocol  version: 5
2022-07-26 11:23:22,964 TOC for port [5] found in cache
2022-07-26 11:23:22,964 Log TOC finished updating
2022-07-26 11:23:22,974 7 memories found
2022-07-26 11:23:23,193 Memories finished updating
2022-07-26 11:23:23,208 TOC for port [2] found in cache
2022-07-26 11:23:24,349 Param TOC finished updating
2022-07-26 11:23:24,349 Callback->Connection setup finished [radio://0/80/2M/E7E7E7E7E7]
2022-07-26 11:23:27,180 Have successfully started logging for id=1
2022-07-26 11:23:32,188 Have successfully stopped logging for id=1
2022-07-26 11:23:32,191 Have successfully deleted id=1
2022-07-26 11:23:32,205 Have successfully started logging for id=2
2022-07-26 11:23:32,214 {'ranging.distance0': 1.6127839088439941, 'ranging.distance1': 4.171191692352295, 'ranging.distance2': 4.819514274597168, 'ranging.distance3': 2.514296293258667, 'ranging.distance4': 3.169921875, 'ranging.distance5': 4.0390625, 'ranging.distance6': 1.5068359375, 'ranging.distance7': 2.416015625}
2022-07-26 11:23:32,225 {'ranging.distance0': 1.6127839088439941, 'ranging.distance1': 4.171191692352295, 'ranging.distance2': 4.7597808837890625, 'ranging.distance3': 2.514296293258667, 'ranging.distance4': 3.130859375, 'ranging.distance5': 4.0390625, 'ranging.distance6': 1.5068359375, 'ranging.distance7': 2.416015625}
2022-07-26 11:23:32,235 {'ranging.distance0': 1.5699323415756226, 'ranging.distance1': 4.1893792152404785, 'ranging.distance2': 4.7597808837890625, 'ranging.distance3': 2.514296293258667, 'ranging.distance4': 3.130859375, 'ranging.distance5': 4.0390625, 'ranging.distance6': 1.482421875, 'ranging.distance7': 2.416015625}
2022-07-26 11:23:32,243 {'ranging.distance0': 1.5699323415756226, 'ranging.distance1': 4.1893792152404785, 'ranging.distance2': 4.7597808837890625, 'ranging.distance3': 2.514296293258667, 'ranging.distance4': 3.150390625, 'ranging.distance5': 4.06640625, 'ranging.distance6': 1.482421875, 'ranging.distance7': 2.416015625}
2022-07-26 11:23:32,255 {'ranging.distance0': 1.5699323415756226, 'ranging.distance1': 4.1893792152404785, 'ranging.distance2': 4.7597808837890625, 'ranging.distance3': 2.507786989212036, 'ranging.distance4': 3.150390625, 'ranging.distance5': 4.06640625, 'ranging.distance6': 1.482421875, 'ranging.distance7': 2.50390625}
2022-07-26 11:23:32,265 {'ranging.distance0': 1.5699323415756226, 'ranging.distance1': 4.1893792152404785, 'ranging.distance2': 4.7597808837890625, 'ranging.distance3': 2.507786989212036, 'ranging.distance4': 3.16796875, 'ranging.distance5': 4.06640625, 'ranging.distance6': 1.4873046875, 'ranging.distance7': 2.388671875}
2022-07-26 11:23:32,275 {'ranging.distance0': 1.5699323415756226, 'ranging.distance1': 4.1951189041137695, 'ranging.distance2': 4.717525482177734, 'ranging.distance3': 2.4722070693969727, 'ranging.distance4': 3.16796875, 'ranging.distance5': 4.06640625, 'ranging.distance6': 1.4873046875, 'ranging.distance7': 2.388671875}
2022-07-26 11:23:32,283 {'ranging.distance0': 1.569554090499878, 'ranging.distance1': 4.1951189041137695, 'ranging.distance2': 4.717525482177734, 'ranging.distance3': 2.4722070693969727, 'ranging.distance4': 3.16796875, 'ranging.distance5': 4.06640625, 'ranging.distance6': 1.505859375, 'ranging.distance7': 2.388671875}
2022-07-26 11:23:32,294 {'ranging.distance0': 1.569554090499878, 'ranging.distance1': 4.183355331420898, 'ranging.distance2': 4.717525482177734, 'ranging.distance3': 2.4643394947052, 'ranging.distance4': 3.166015625, 'ranging.distance5': 4.06640625, 'ranging.distance6': 1.505859375, 'ranging.distance7': 2.388671875}
2022-07-26 11:23:32,304 {'ranging.distance0': 1.569554090499878, 'ranging.distance1': 4.183355331420898, 'ranging.distance2': 4.717525482177734, 'ranging.distance3': 2.4643394947052, 'ranging.distance4': 3.166015625, 'ranging.distance5': 4.06640625, 'ranging.distance6': 1.4814453125, 'ranging.distance7': 2.412109375}
2022-07-26 11:23:32,313 {'ranging.distance0': 1.569554090499878, 'ranging.distance1': 4.202778339385986, 'ranging.distance2': 4.730069637298584, 'ranging.distance3': 2.4802258014678955, 'ranging.distance4': 3.166015625, 'ranging.distance5': 4.0625, 'ranging.distance6': 1.4814453125, 'ranging.distance7': 2.412109375}
